,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2025-03-21,2603 長榮 (交通運輸及航運),2357 華碩 (人工智慧),2615 萬海 (交通運輸及航運),6285 啟碁 (太空衛星科技),2618 長榮航 (交通運輸及航運),5534 長虹 (建材營造),2609 陽明 (交通運輸及航運),2345 智邦 (通信網路),1402 遠東新 (建材營造),,,,,,
2025-03-24,2618 長榮航 (交通運輸及航運),5534 長虹 (建材營造),2609 陽明 (交通運輸及航運),2603 長榮 (交通運輸及航運),2880 華南金 (金融),2404 漢唐 (其他),2885 元大金 (金融),2887 台新新光金 (金融),5876 上海商銀 (金融),2884 玉山金 (金融),2615 萬海 (交通運輸及航運),,,,
2025-03-25,2618 長榮航 (交通運輸及航運),2880 華南金 (金融),2609 陽明 (交通運輸及航運),3081 聯亞 (通信網路),2885 元大金 (金融),2603 長榮 (交通運輸及航運),5876 上海商銀 (金融),5534 長虹 (建材營造),2345 智邦 (通信網路),3045 台灣大 (通信網路),2887 台新新光金 (金融),2891 中信金 (金融),2881 富邦金 (金融),5880 合庫金 (金融),2317 鴻海 (通信網路)
2025-03-26,3034 聯詠 (半導體),3711 日月光投控 (半導體),6223 旺矽 (LED照明產業),3035 智原 (半導體),2303 聯電 (半導體),2481 強茂 (半導體),3081 聯亞 (通信網路),2330 台積電 (半導體),5269 祥碩 (半導體),2317 鴻海 (通信網路),5876 上海商銀 (金融),2880 華南金 (金融),2885 元大金 (金融),4938 和碩 (半導體),2887 台新新光金 (金融)
2025-03-27,2618 長榮航 (交通運輸及航運),2885 元大金 (金融),2880 華南金 (金融),5876 上海商銀 (金融),2603 長榮 (交通運輸及航運),2884 玉山金 (金融),2881 富邦金 (金融),2887 台新新光金 (金融),2892 第一金 (金融),2609 陽明 (交通運輸及航運),2883 凱基金 (金融),1503 士電 (建材營造),2615 萬海 (交通運輸及航運),,
2025-03-28,2891 中信金 (金融),2603 長榮 (交通運輸及航運),2618 長榮航 (交通運輸及航運),2885 元大金 (金融),2890 永豐金 (金融),2892 第一金 (金融),4904 遠傳 (大數據),2881 富邦金 (金融),2884 玉山金 (金融),2609 陽明 (交通運輸及航運),2887 台新新光金 (金融),,,,
2025-03-31,2891 中信金 (金融),2603 長榮 (交通運輸及航運),2890 永豐金 (金融),2892 第一金 (金融),2609 陽明 (交通運輸及航運),2885 元大金 (金融),2884 玉山金 (金融),2881 富邦金 (金融),2618 長榮航 (交通運輸及航運),2887 台新新光金 (金融),,,,,
2025-04-01,2891 中信金 (金融),2603 長榮 (交通運輸及航運),2892 第一金 (金融),2105 正新 (石化及塑橡膠),2609 陽明 (交通運輸及航運),5876 上海商銀 (金融),2885 元大金 (金融),2884 玉山金 (金融),2881 富邦金 (金融),2887 台新新光金 (金融),2618 長榮航 (交通運輸及航運),,,,
2025-04-02,2105 正新 (石化及塑橡膠),2603 長榮 (交通運輸及航運),2609 陽明 (交通運輸及航運),3260 威剛 (LED照明產業),4904 遠傳 (大數據),2618 長榮航 (交通運輸及航運),,,,,,,,,
2025-04-07,2303 聯電 (半導體),2105 正新 (石化及塑橡膠),9939 宏全 (石化及塑橡膠),3035 智原 (半導體),5483 中美晶 (半導體),2618 長榮航 (交通運輸及航運),3034 聯詠 (半導體),,,,,,,,
2025-04-08,1301 台塑 (石化及塑橡膠),2105 正新 (石化及塑橡膠),3293 鈊象 (休閒娛樂),,,,,,,,,,,,
2025-04-09,2891 中信金 (金融),5876 上海商銀 (金融),4904 遠傳 (大數據),2892 第一金 (金融),2884 玉山金 (金融),2890 永豐金 (金融),2881 富邦金 (金融),2885 元大金 (金融),1301 台塑 (石化及塑橡膠),,,,,,
2025-04-10,2412 中華電 (智慧電網),5876 上海商銀 (金融),4904 遠傳 (大數據),2884 玉山金 (金融),1216 統一 (食品),,,,,,,,,,
2025-04-11,5876 上海商銀 (金融),2412 中華電 (智慧電網),1216 統一 (食品),2884 玉山金 (金融),,,,,,,,,,,
2025-04-14,2382 廣達 (運動科技),2618 長榮航 (交通運輸及航運),5876 上海商銀 (金融),2603 長榮 (交通運輸及航運),,,,,,,,,,,
2025-04-15,2059 川湖 (其他),2383 台光電 (印刷電路板),2382 廣達 (運動科技),2368 金像電 (印刷電路板),2603 長榮 (交通運輸及航運),2618 長榮航 (交通運輸及航運),,,,,,,,,
2025-04-16,2382 廣達 (運動科技),2891 中信金 (金融),2603 長榮 (交通運輸及航運),2368 金像電 (印刷電路板),6274 台燿 (印刷電路板),2618 長榮航 (交通運輸及航運),1319 東陽 (汽車),2887 台新新光金 (金融),2884 玉山金 (金融),5876 上海商銀 (金融),,,,,
2025-04-17,2382 廣達 (運動科技),2439 美律 (能源元件),6669 緯穎 (人工智慧),1319 東陽 (汽車),2618 長榮航 (交通運輸及航運),6757 台灣虎航 (交通運輸及航運),3706 神達 (人工智慧),,,,,,,,
2025-04-18,3231 緯創 (電腦及週邊設備),2382 廣達 (運動科技),1504 東元 (人工智慧),1590 亞德客-KY (電機機械),6669 緯穎 (人工智慧),3706 神達 (人工智慧),,,,,,,,,
2025-04-21,3231 緯創 (電腦及週邊設備),2353 宏碁 (電腦及週邊設備),3529 力旺 (半導體),3005 神基 (電腦及週邊設備),2382 廣達 (運動科技),4938 和碩 (半導體),1319 東陽 (汽車),3653 健策 (半導體),5347 世界 (半導體),5269 祥碩 (半導體),,,,,
2025-04-22,2382 廣達 (運動科技),2610 華航 (交通運輸及航運),2603 長榮 (交通運輸及航運),2412 中華電 (智慧電網),2887 台新新光金 (金融),2615 萬海 (交通運輸及航運),2884 玉山金 (金融),5876 上海商銀 (金融),2883 凱基金 (金融),2618 長榮航 (交通運輸及航運),,,,,
2025-04-23,2353 宏碁 (電腦及週邊設備),2382 廣達 (運動科技),2059 川湖 (其他),3231 緯創 (電腦及週邊設備),3017 奇鋐 (電腦及週邊設備),3005 神基 (電腦及週邊設備),9939 宏全 (石化及塑橡膠),,,,,,,,
2025-04-24,2353 宏碁 (電腦及週邊設備),3017 奇鋐 (電腦及週邊設備),2610 華航 (交通運輸及航運),3005 神基 (電腦及週邊設備),3533 嘉澤 (連接器),6279 胡連 (連接器),4958 臻鼎-KY (印刷電路板),2603 長榮 (交通運輸及航運),3037 欣興 (印刷電路板),2313 華通 (印刷電路板),2328 廣宇 (印刷電路板),,,,
2025-04-25,3533 嘉澤 (連接器),3529 力旺 (半導體),6510 精測 (半導體),3653 健策 (半導體),2345 智邦 (通信網路),2303 聯電 (半導體),2317 鴻海 (通信網路),5274 信驊 (半導體),1216 統一 (食品),6223 旺矽 (LED照明產業),2360 致茂 (LED照明產業),2308 台達電 (LED照明產業),4938 和碩 (半導體),2371 大同 (LED照明產業),
2025-04-28,3533 嘉澤 (連接器),3037 欣興 (印刷電路板),2383 台光電 (印刷電路板),6274 台燿 (印刷電路板),2357 華碩 (人工智慧),3227 原相 (人工智慧),2308 台達電 (LED照明產業),2049 上銀 (自動化),6223 旺矽 (LED照明產業),2360 致茂 (LED照明產業),6669 緯穎 (人工智慧),8046 南電 (印刷電路板),2313 華通 (印刷電路板),2371 大同 (LED照明產業),
2025-04-29,2345 智邦 (通信網路),3037 欣興 (印刷電路板),2049 上銀 (自動化),3227 原相 (人工智慧),3533 嘉澤 (連接器),2317 鴻海 (通信網路),2357 華碩 (人工智慧),2383 台光電 (印刷電路板),6279 胡連 (連接器),6669 緯穎 (人工智慧),2328 廣宇 (印刷電路板),1303 南亞 (印刷電路板),2313 華通 (印刷電路板),,
2025-04-30,2345 智邦 (通信網路),2049 上銀 (自動化),3533 嘉澤 (連接器),1590 亞德客-KY (電機機械),2317 鴻海 (通信網路),6279 胡連 (連接器),2357 華碩 (人工智慧),6669 緯穎 (人工智慧),,,,,,,
2025-05-02,2382 廣達 (運動科技),2049 上銀 (自動化),3533 嘉澤 (連接器),6223 旺矽 (LED照明產業),2360 致茂 (LED照明產業),,,,,,,,,,
2025-05-05,2618 長榮航 (交通運輸及航運),2382 廣達 (運動科技),2360 致茂 (LED照明產業),1210 大成 (食品),6223 旺矽 (LED照明產業),,,,,,,,,,
2025-05-06,2618 長榮航 (交通運輸及航運),6757 台灣虎航 (交通運輸及航運),1216 統一 (食品),2382 廣達 (運動科技),1210 大成 (食品),,,,,,,,,,
2025-05-07,2618 長榮航 (交通運輸及航運),6757 台灣虎航 (交通運輸及航運),2382 廣達 (運動科技),2603 長榮 (交通運輸及航運),,,,,,,,,,,
2025-05-08,2618 長榮航 (交通運輸及航運),6757 台灣虎航 (交通運輸及航運),2382 廣達 (運動科技),2439 美律 (能源元件),,,,,,,,,,,
2025-05-09,2383 台光電 (印刷電路板),6757 台灣虎航 (交通運輸及航運),6505 台塑化 (油電燃氣),2368 金像電 (印刷電路板),2439 美律 (能源元件),6274 台燿 (印刷電路板),1216 統一 (食品),2313 華通 (印刷電路板),2615 萬海 (交通運輸及航運),3044 健鼎 (印刷電路板),3037 欣興 (印刷電路板),2328 廣宇 (印刷電路板),,,
2025-05-12,2383 台光電 (印刷電路板),6274 台燿 (印刷電路板),3019 亞光 (電腦及週邊設備),2368 金像電 (印刷電路板),3037 欣興 (印刷電路板),3231 緯創 (電腦及週邊設備),3078 僑威 (電腦及週邊設備),2049 上銀 (自動化),3017 奇鋐 (電腦及週邊設備),3044 健鼎 (印刷電路板),2356 英業達 (電腦及週邊設備),,,,
2025-05-13,2317 鴻海 (通信網路),2049 上銀 (自動化),6274 台燿 (印刷電路板),3037 欣興 (印刷電路板),2383 台光電 (印刷電路板),6770 力積電 (半導體),3081 聯亞 (通信網路),3529 力旺 (半導體),5269 祥碩 (半導體),6510 精測 (半導體),5274 信驊 (半導體),6213 聯茂 (印刷電路板),2486 一詮 (半導體),,
2025-05-14,3017 奇鋐 (電腦及週邊設備),2382 廣達 (運動科技),3231 緯創 (電腦及週邊設備),2615 萬海 (交通運輸及航運),3008 大立光 (電腦及週邊設備),8069 元太 (平面顯示器),3019 亞光 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),,,,,,,
2025-05-15,3653 健策 (半導體),2382 廣達 (運動科技),2615 萬海 (交通運輸及航運),2330 台積電 (半導體),2049 上銀 (自動化),3019 亞光 (電腦及週邊設備),5269 祥碩 (半導體),2303 聯電 (半導體),3711 日月光投控 (半導體),4938 和碩 (半導體),3078 僑威 (電腦及週邊設備),2329 華泰 (半導體),2385 群光 (電腦及週邊設備),3036 文曄 (半導體),5274 信驊 (半導體)
2025-05-16,1513 中興電 (太陽能產業),2382 廣達 (運動科技),1605 華新 (太陽能產業),,,,,,,,,,,,
2025-05-19,1513 中興電 (太陽能產業),3017 奇鋐 (電腦及週邊設備),2382 廣達 (運動科技),2385 群光 (電腦及週邊設備),1216 統一 (食品),3324 雙鴻 (電腦及週邊設備),,,,,,,,,
2025-05-20,3005 神基 (電腦及週邊設備),2615 萬海 (交通運輸及航運),1216 統一 (食品),3017 奇鋐 (電腦及週邊設備),2421 建準 (平面顯示器),2385 群光 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),2382 廣達 (運動科技),3324 雙鴻 (電腦及週邊設備),2356 英業達 (電腦及週邊設備),,,,,
2025-05-21,3005 神基 (電腦及週邊設備),2615 萬海 (交通運輸及航運),1216 統一 (食品),2385 群光 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),3017 奇鋐 (電腦及週邊設備),2360 致茂 (LED照明產業),2308 台達電 (LED照明產業),1605 華新 (太陽能產業),2356 英業達 (電腦及週邊設備),2371 大同 (LED照明產業),,,,
2025-05-22,2615 萬海 (交通運輸及航運),3005 神基 (電腦及週邊設備),1216 統一 (食品),3231 緯創 (電腦及週邊設備),6472 保瑞 (製藥),2385 群光 (電腦及週邊設備),,,,,,,,,
2025-05-23,2615 萬海 (交通運輸及航運),2368 金像電 (印刷電路板),6472 保瑞 (製藥),6213 聯茂 (印刷電路板),1216 統一 (食品),2383 台光電 (印刷電路板),1210 大成 (食品),3037 欣興 (印刷電路板),3044 健鼎 (印刷電路板),,,,,,
2025-05-26,2303 聯電 (半導體),2615 萬海 (交通運輸及航運),1210 大成 (食品),6147 頎邦 (半導體),1216 統一 (食品),,,,,,,,,,
2025-05-27,6223 旺矽 (LED照明產業),2368 金像電 (印刷電路板),6213 聯茂 (印刷電路板),3037 欣興 (印刷電路板),1210 大成 (食品),1216 統一 (食品),2383 台光電 (印刷電路板),,,,,,,,
2025-05-28,3037 欣興 (印刷電路板),6223 旺矽 (LED照明產業),2368 金像電 (印刷電路板),1216 統一 (食品),2887 台新新光金 (金融),2383 台光電 (印刷電路板),,,,,,,,,
2025-05-29,6223 旺矽 (LED照明產業),2368 金像電 (印刷電路板),2383 台光電 (印刷電路板),2371 大同 (LED照明產業),1802 台玻 (印刷電路板),3044 健鼎 (印刷電路板),2308 台達電 (LED照明產業),,,,,,,,
2025-06-02,6274 台燿 (印刷電路板),2368 金像電 (印刷電路板),2615 萬海 (交通運輸及航運),2371 大同 (LED照明產業),2383 台光電 (印刷電路板),2382 廣達 (運動科技),6223 旺矽 (LED照明產業),3260 威剛 (LED照明產業),3044 健鼎 (印刷電路板),4958 臻鼎-KY (印刷電路板),2618 長榮航 (交通運輸及航運),2313 華通 (印刷電路板),,,
2025-06-03,6274 台燿 (印刷電路板),2368 金像電 (印刷電路板),2383 台光電 (印刷電路板),2615 萬海 (交通運輸及航運),2887 台新新光金 (金融),2382 廣達 (運動科技),4958 臻鼎-KY (印刷電路板),3044 健鼎 (印刷電路板),2313 華通 (印刷電路板),,,,,,
2025-06-04,6274 台燿 (印刷電路板),2368 金像電 (印刷電路板),2383 台光電 (印刷電路板),2887 台新新光金 (金融),2327 國巨 (被動元件),3037 欣興 (印刷電路板),2313 華通 (印刷電路板),6213 聯茂 (印刷電路板),4958 臻鼎-KY (印刷電路板),,,,,,
2025-06-05,3017 奇鋐 (電腦及週邊設備),2368 金像電 (印刷電路板),6274 台燿 (印刷電路板),2474 可成 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),2327 國巨 (被動元件),2383 台光電 (印刷電路板),2385 群光 (電腦及週邊設備),6213 聯茂 (印刷電路板),3037 欣興 (印刷電路板),,,,,
2025-06-06,2474 可成 (電腦及週邊設備),3017 奇鋐 (電腦及週邊設備),2368 金像電 (印刷電路板),3231 緯創 (電腦及週邊設備),2376 技嘉 (電動車輛產業),2520 冠德 (建材營造),3044 健鼎 (印刷電路板),2385 群光 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),,,,,,
2025-06-09,2474 可成 (電腦及週邊設備),3017 奇鋐 (電腦及週邊設備),2887 台新新光金 (金融),2520 冠德 (建材營造),3231 緯創 (電腦及週邊設備),2376 技嘉 (電動車輛產業),2385 群光 (電腦及週邊設備),,,,,,,,
2025-06-10,6223 旺矽 (LED照明產業),3017 奇鋐 (電腦及週邊設備),3260 威剛 (LED照明產業),2474 可成 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),2308 台達電 (LED照明產業),3019 亞光 (電腦及週邊設備),2371 大同 (LED照明產業),2892 第一金 (金融),2301 光寶科 (LED照明產業),2801 彰銀 (金融),,,,
2025-06-11,2345 智邦 (通信網路),3653 健策 (半導體),2330 台積電 (半導體),3017 奇鋐 (電腦及週邊設備),3189 景碩 (半導體),2474 可成 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),3035 智原 (半導體),,,,,,,
2025-06-12,3017 奇鋐 (電腦及週邊設備),3324 雙鴻 (電腦及週邊設備),2357 華碩 (人工智慧),3706 神達 (人工智慧),9958 世紀鋼 (建材營造),2474 可成 (電腦及週邊設備),2412 中華電 (智慧電網),1503 士電 (建材營造),2356 英業達 (電腦及週邊設備),,,,,,
2025-06-13,3324 雙鴻 (電腦及週邊設備),3017 奇鋐 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),2357 華碩 (人工智慧),6669 緯穎 (人工智慧),,,,,,,,,,
2025-06-16,3324 雙鴻 (電腦及週邊設備),9958 世紀鋼 (建材營造),3231 緯創 (電腦及週邊設備),4904 遠傳 (大數據),,,,,,,,,,,
2025-06-17,3231 緯創 (電腦及週邊設備),2357 華碩 (人工智慧),3706 神達 (人工智慧),2474 可成 (電腦及週邊設備),2412 中華電 (智慧電網),2382 廣達 (運動科技),,,,,,,,,
2025-06-18,2357 華碩 (人工智慧),2892 第一金 (金融),3706 神達 (人工智慧),4904 遠傳 (大數據),2382 廣達 (運動科技),6669 緯穎 (人工智慧),,,,,,,,,
2025-06-19,2892 第一金 (金融),4904 遠傳 (大數據),2884 玉山金 (金融),6257 矽格 (半導體),3653 健策 (半導體),6223 旺矽 (LED照明產業),3711 日月光投控 (半導體),2890 永豐金 (金融),8299 群聯 (半導體),,,,,,
2025-06-20,2892 第一金 (金融),4904 遠傳 (大數據),2404 漢唐 (其他),2884 玉山金 (金融),6257 矽格 (半導體),3711 日月光投控 (半導體),6223 旺矽 (LED照明產業),2354 鴻準 (其他),,,,,,,
2025-06-23,2892 第一金 (金融),1216 統一 (食品),2887 台新新光金 (金融),2382 廣達 (運動科技),4904 遠傳 (大數據),2884 玉山金 (金融),,,,,,,,,
2025-06-24,1216 統一 (食品),2382 廣達 (運動科技),2892 第一金 (金融),2887 台新新光金 (金融),1513 中興電 (太陽能產業),2890 永豐金 (金融),2884 玉山金 (金融),2354 鴻準 (其他),,,,,,,
2025-06-25,1216 統一 (食品),2382 廣達 (運動科技),2892 第一金 (金融),2884 玉山金 (金融),2890 永豐金 (金融),2887 台新新光金 (金融),2412 中華電 (智慧電網),,,,,,,,
2025-06-26,2317 鴻海 (通信網路),1216 統一 (食品),2382 廣達 (運動科技),2892 第一金 (金融),2308 台達電 (LED照明產業),2884 玉山金 (金融),2890 永豐金 (金融),6223 旺矽 (LED照明產業),,,,,,,
2025-06-27,2884 玉山金 (金融),2892 第一金 (金融),6223 旺矽 (LED照明產業),2890 永豐金 (金融),,,,,,,,,,,
2025-06-30,2884 玉山金 (金融),2892 第一金 (金融),6223 旺矽 (LED照明產業),2890 永豐金 (金融),,,,,,,,,,,
2025-07-01,2892 第一金 (金融),2890 永豐金 (金融),8069 元太 (平面顯示器),,,,,,,,,,,,
2025-07-02,2915 潤泰全 (貿易百貨),9945 潤泰新 (建材營造),1503 士電 (建材營造),6176 瑞儀 (平面顯示器),2404 漢唐 (其他),2421 建準 (平面顯示器),,,,,,,,,
2025-07-03,2915 潤泰全 (貿易百貨),2308 台達電 (LED照明產業),2371 大同 (LED照明產業),6176 瑞儀 (平面顯示器),3260 威剛 (LED照明產業),9945 潤泰新 (建材營造),1503 士電 (建材營造),,,,,,,,
2025-07-04,2915 潤泰全 (貿易百貨),2618 長榮航 (交通運輸及航運),9945 潤泰新 (建材營造),3017 奇鋐 (電腦及週邊設備),2356 英業達 (電腦及週邊設備),2610 華航 (交通運輸及航運),3078 僑威 (電腦及週邊設備),,,,,,,,
2025-07-07,9945 潤泰新 (建材營造),2308 台達電 (LED照明產業),2618 長榮航 (交通運輸及航運),2301 光寶科 (LED照明產業),2610 華航 (交通運輸及航運),6223 旺矽 (LED照明產業),2371 大同 (LED照明產業),3260 威剛 (LED照明產業),,,,,,,
2025-07-08,9945 潤泰新 (建材營造),2368 金像電 (印刷電路板),2610 華航 (交通運輸及航運),2308 台達電 (LED照明產業),2301 光寶科 (LED照明產業),2618 長榮航 (交通運輸及航運),2892 第一金 (金融),2884 玉山金 (金融),3044 健鼎 (印刷電路板),2371 大同 (LED照明產業),2801 彰銀 (金融),2890 永豐金 (金融),,,
2025-07-09,2404 漢唐 (其他),6278 台表科 (LED照明產業),8046 南電 (印刷電路板),4958 臻鼎-KY (印刷電路板),2301 光寶科 (LED照明產業),2059 川湖 (其他),3044 健鼎 (印刷電路板),2887 台新新光金 (金融),2308 台達電 (LED照明產業),2884 玉山金 (金融),6176 瑞儀 (平面顯示器),2892 第一金 (金融),2371 大同 (LED照明產業),2834 臺企銀 (金融),2890 永豐金 (金融)
2025-07-10,3037 欣興 (印刷電路板),2454 聯發科 (半導體),6274 台燿 (印刷電路板),8046 南電 (印刷電路板),2891 中信金 (金融),8358 金居 (印刷電路板),2301 光寶科 (LED照明產業),2308 台達電 (LED照明產業),6510 精測 (半導體),6223 旺矽 (LED照明產業),3260 威剛 (LED照明產業),2890 永豐金 (金融),2886 兆豐金 (金融),3264 欣銓 (半導體),2884 玉山金 (金融)
2025-07-11,8358 金居 (印刷電路板),2308 台達電 (LED照明產業),2891 中信金 (金融),8046 南電 (印刷電路板),6274 台燿 (印刷電路板),3260 威剛 (LED照明產業),3037 欣興 (印刷電路板),2301 光寶科 (LED照明產業),6290 良維 (連接器),2368 金像電 (印刷電路板),2890 永豐金 (金融),,,,
2025-07-14,8046 南電 (印刷電路板),8358 金居 (印刷電路板),3037 欣興 (印刷電路板),2376 技嘉 (電動車輛產業),2890 永豐金 (金融),,,,,,,,,,
2025-07-15,3037 欣興 (印刷電路板),8358 金居 (印刷電路板),8046 南電 (印刷電路板),2353 宏碁 (電腦及週邊設備),2376 技嘉 (電動車輛產業),3005 神基 (電腦及週邊設備),3078 僑威 (電腦及週邊設備),,,,,,,,
2025-07-16,3037 欣興 (印刷電路板),8046 南電 (印刷電路板),2883 凱基金 (金融),2890 永豐金 (金融),2884 玉山金 (金融),2886 兆豐金 (金融),2376 技嘉 (電動車輛產業),2383 台光電 (印刷電路板),6290 良維 (連接器),2801 彰銀 (金融),,,,,
2025-07-17,3037 欣興 (印刷電路板),8046 南電 (印刷電路板),2890 永豐金 (金融),2880 華南金 (金融),2883 凱基金 (金融),2376 技嘉 (電動車輛產業),2884 玉山金 (金融),2886 兆豐金 (金融),2383 台光電 (印刷電路板),2891 中信金 (金融),2892 第一金 (金融),,,,
2025-07-18,2880 華南金 (金融),2890 永豐金 (金融),2059 川湖 (其他),3706 神達 (人工智慧),2884 玉山金 (金融),2376 技嘉 (電動車輛產業),2439 美律 (能源元件),2886 兆豐金 (金融),2801 彰銀 (金融),6121 新普 (能源元件),2354 鴻準 (其他),2891 中信金 (金融),2892 第一金 (金融),,
2025-07-21,8358 金居 (印刷電路板),2059 川湖 (其他),3706 神達 (人工智慧),3037 欣興 (印刷電路板),8046 南電 (印刷電路板),2368 金像電 (印刷電路板),2376 技嘉 (電動車輛產業),6121 新普 (能源元件),5371 中光電 (人工智慧),2383 台光電 (印刷電路板),,,,,
2025-07-22,1477 聚陽 (紡織),2059 川湖 (其他),2027 大成鋼 (鋼鐵),1722 台肥 (其他),2376 技嘉 (電動車輛產業),6121 新普 (能源元件),2439 美律 (能源元件),,,,,,,,
2025-07-23,2027 大成鋼 (鋼鐵),2376 技嘉 (電動車輛產業),3037 欣興 (印刷電路板),3293 鈊象 (休閒娛樂),,,,,,,,,,,
2025-07-24,2317 鴻海 (通信網路),8046 南電 (印刷電路板),4958 臻鼎-KY (印刷電路板),3044 健鼎 (印刷電路板),3037 欣興 (印刷電路板),6213 聯茂 (印刷電路板),3293 鈊象 (休閒娛樂),,,,,,,,
2025-07-25,8358 金居 (印刷電路板),8046 南電 (印刷電路板),2317 鴻海 (通信網路),3081 聯亞 (通信網路),6213 聯茂 (印刷電路板),2368 金像電 (印刷電路板),3037 欣興 (印刷電路板),,,,,,,,
2025-07-28,6213 聯茂 (印刷電路板),8358 金居 (印刷電路板),2027 大成鋼 (鋼鐵),8046 南電 (印刷電路板),3081 聯亞 (通信網路),2317 鴻海 (通信網路),6274 台燿 (印刷電路板),2368 金像電 (印刷電路板),3037 欣興 (印刷電路板),2328 廣宇 (印刷電路板),2421 建準 (平面顯示器),,,,
2025-07-29,2027 大成鋼 (鋼鐵),2345 智邦 (通信網路),6213 聯茂 (印刷電路板),3037 欣興 (印刷電路板),3081 聯亞 (通信網路),3231 緯創 (電腦及週邊設備),2356 英業達 (電腦及週邊設備),2368 金像電 (印刷電路板),3078 僑威 (電腦及週邊設備),2383 台光電 (印刷電路板),3017 奇鋐 (電腦及週邊設備),2313 華通 (印刷電路板),2328 廣宇 (印刷電路板),,
2025-07-30,2027 大成鋼 (鋼鐵),3037 欣興 (印刷電路板),2301 光寶科 (LED照明產業),6213 聯茂 (印刷電路板),3231 緯創 (電腦及週邊設備),5371 中光電 (人工智慧),4958 臻鼎-KY (印刷電路板),3706 神達 (人工智慧),3017 奇鋐 (電腦及週邊設備),2356 英業達 (電腦及週邊設備),6669 緯穎 (人工智慧),2357 華碩 (人工智慧),2383 台光電 (印刷電路板),2355 敬鵬 (印刷電路板),2308 台達電 (LED照明產業)
2025-07-31,2345 智邦 (通信網路),6274 台燿 (印刷電路板),5371 中光電 (人工智慧),6213 聯茂 (印刷電路板),4958 臻鼎-KY (印刷電路板),6669 緯穎 (人工智慧),3017 奇鋐 (電腦及週邊設備),3231 緯創 (電腦及週邊設備),2356 英業達 (電腦及週邊設備),3037 欣興 (印刷電路板),2357 華碩 (人工智慧),2377 微星 (電腦及週邊設備),3706 神達 (人工智慧),8046 南電 (印刷電路板),2355 敬鵬 (印刷電路板)
2025-08-01,5371 中光電 (人工智慧),6274 台燿 (印刷電路板),3037 欣興 (印刷電路板),3017 奇鋐 (電腦及週邊設備),2368 金像電 (印刷電路板),3044 健鼎 (印刷電路板),2345 智邦 (通信網路),2356 英業達 (電腦及週邊設備),4958 臻鼎-KY (印刷電路板),2382 廣達 (運動科技),3078 僑威 (電腦及週邊設備),2357 華碩 (人工智慧),2377 微星 (電腦及週邊設備),3706 神達 (人工智慧),3019 亞光 (電腦及週邊設備)
2025-08-04,2892 第一金 (金融),2308 台達電 (LED照明產業),2880 華南金 (金融),3019 亞光 (電腦及週邊設備),2383 台光電 (印刷電路板),3017 奇鋐 (電腦及週邊設備),3037 欣興 (印刷電路板),2886 兆豐金 (金融),3044 健鼎 (印刷電路板),2357 華碩 (人工智慧),2301 光寶科 (LED照明產業),2356 英業達 (電腦及週邊設備),3706 神達 (人工智慧),2884 玉山金 (金融),6274 台燿 (印刷電路板)
2025-08-05,2892 第一金 (金融),2891 中信金 (金融),2880 華南金 (金融),2382 廣達 (運動科技),2421 建準 (平面顯示器),2890 永豐金 (金融),2886 兆豐金 (金融),2884 玉山金 (金融),3293 鈊象 (休閒娛樂),5880 合庫金 (金融),2834 臺企銀 (金融),,,,
2025-08-06,2317 鴻海 (通信網路),3017 奇鋐 (電腦及週邊設備),3706 神達 (人工智慧),2891 中信金 (金融),2345 智邦 (通信網路),2880 華南金 (金融),2357 華碩 (人工智慧),6669 緯穎 (人工智慧),2890 永豐金 (金融),3019 亞光 (電腦及週邊設備),1504 東元 (人工智慧),2886 兆豐金 (金融),2892 第一金 (金融),2377 微星 (電腦及週邊設備),2884 玉山金 (金融)
2025-08-07,2301 光寶科 (LED照明產業),2317 鴻海 (通信網路),2891 中信金 (金融),2308 台達電 (LED照明產業),8069 元太 (平面顯示器),5371 中光電 (人工智慧),2345 智邦 (通信網路),2890 永豐金 (金融),2880 華南金 (金融),2884 玉山金 (金融),2357 華碩 (人工智慧),1504 東元 (人工智慧),2421 建準 (平面顯示器),5880 合庫金 (金融),6669 緯穎 (人工智慧)
2025-08-08,2301 光寶科 (LED照明產業),2345 智邦 (通信網路),8069 元太 (平面顯示器),6223 旺矽 (LED照明產業),2317 鴻海 (通信網路),2308 台達電 (LED照明產業),2890 永豐金 (金融),2421 建準 (平面顯示器),2880 華南金 (金融),2884 玉山金 (金融),2392 正崴 (平面顯示器),2801 彰銀 (金融),3406 玉晶光 (LED照明產業),5880 合庫金 (金融),
